STN Code,Dissolved Oxygen,Location Name,State Name,Year,pH,Conductivity,BOD,Nitrate N + Nitrite N,Fecal Coliform,Total Coliform,WQI,lat,lon
4688,6.95,NARINJA LAKE,TELANGANA,2020,7.15,218.5,2.55,2.245,17.5,58.0,62.673920880024184,17.8495919,79.1151663
4690,1.95,BANJARA KUNTA (SINGADI KUNTA(,TELANGANA,2020,7.449999999999999,1144.0,21.0,7.005,40.5,270.0,256.53821260510676,17.4057955,78.4006536
4691,1.45,NAGOLE CHERUVU,TELANGANA,2020,7.3,1458.5,25.0,7.4,43.0,570.0,291.9830697312138,17.4025091,78.5612562
4693,1.1500000000000001,PATEL CHERUVU,TELANGANA,2020,7.1,1234.5,12.5,6.6,43.5,345.0,179.12773335437984,17.497296050000003,78.35078775289792
4696,1.95,PARKI CHERUVU,TELANGANA,2020,7.6,1430.5,23.0,15.95,40.5,466.5,277.93045896654576,17.4311452,78.3920499
4697,5.2,MUKKIDI CHERUVU (RAMAKRISHNAPURAM LAKE),TELANGANA,2020,8.5,561.0,6.0,16.0,5.0,33.0,126.36179165730333,17.8495919,79.1151663
4698,2.05,MANNEVARI KUNTA,TELANGANA,2020,7.4,1580.0,30.5,7.45,18.0,246.5,338.92636932023356,17.8495919,79.1151663
4699,3.0,KAPRAI CHERUVU,TELANGANA,2020,7.199999999999999,673.5,5.05,1.65,58.5,284.0,105.66828115933642,17.3281147,78.6045399
4701,1.6500000000000001,LINGAM KUNTA,TELANGANA,2020,7.3,1454.5,16.5,6.8100000000000005,48.0,317.0,215.7671819606136,17.8495919,79.1151663
4702,4.0,PEDDA CHERUVU - KHAJA GUDA,TELANGANA,2020,7.65,1462.5,21.0,27.0,146.5,824.5,254.87138790084822,17.8495919,79.1151663
4705,1.45,KOTHA CHERUVU (ALWAL CHERUVU),TELANGANA,2020,7.3,1808.0,24.0,13.65,30.0,280.0,283.53945963259974,17.5022292,78.5088584
1727,6.2,LAXMI NARAYAN BARI PALACE COMPOUND,TRIPURA,2020,7.65,152.5,1.15,0.79,26.5,98.5,62.602222176104334,23.7750823,91.7025091
1728,5.699999999999999,RUDRASAGAR,TRIPURA,2020,7.0,673.5,1.85,1.35,41.5,187.0,60.450098954298014,23.4995742,91.31765830218896
3391,6.15,DHAMBUR LAKE,TRIPURA,2020,7.25,157.5,0.75,0.9349999999999999,32.0,116.5,52.501737484166185,23.8253158,91.9732226716333
4192,5.75,MBB COLLEGE LAKE,TRIPURA,2020,7.2,141.0,0.7000000000000001,0.6,31.5,162.0,53.07439235499699,23.7750823,91.7025091
4193,6.0,DIMASAGAR LAKE,TRIPURA,2020,6.6,133.5,1.15,0.735,36.5,139.0,45.559511194486646,13.082322898581031,80.28700843668356
4642,6.3,RUDRASAGAR NORTH LAKE,TRIPURA,2020,6.95,145.0,1.4,0.72,37.5,134.0,52.426172672891745,23.7750823,91.7025091
4643,5.85,RUDRASAGAR EAST LAKE TRIPURA,TRIPURA,2020,7.15,152.5,0.9500000000000001,0.775,40.0,117.0,54.13829253228531,23.7750823,91.7025091
4644,6.05,RUDRASAGAR WEST LAKE TRIPURA,TRIPURA,2020,6.95,143.0,0.9500000000000001,0.755,37.5,134.0,49.64883551652585,23.7750823,91.7025091
2499,4.15,SAMARPUR JHEEL,UTTAR PRADESH,2020,8.0,335.0,4.3,0.8400000000000001,4400.0,6050.0,204.57356567102354,26.20867685,81.21862977045768
1765,7.6,RABINDRASAROVAR NATIONAL LAKE,WEST BENGAL,2020,7.7,643.0,3.3,2.265,775.0,2050.0,93.03296550130975,22.5726459,88.3638953
2503,6.9,HATISHALA GHAT ON DUDHPUKUR AT TARAKESHWAR,WEST BENGAL,2020,8.25,696.5,5.6,0.47,17600.0,27200.0,504.0305270428264,22.9964948,87.6855882
2504,6.65,MAINH GHAT ON DUDHPUKUR AT TARAKESHWAR,WEST BENGAL,2020,8.3,690.5,5.0,0.565,29000.0,50000.0,758.1299564528417,22.9964948,87.6855882
2505,7.35,HANUMAN GHAT ON DUDHPUKUR AT TARAKESHWAR,WEST BENGAL,2020,8.35,707.5,4.4,0.5,11100.0,17700.0,347.03519976938264,22.9964948,87.6855882
2519,6.9,KOCHBIHAR LAKE (SAGAR DIGHI),WEST BENGAL,2020,7.25,73.0,1.9,1.025,8050.0,10500.0,238.803203844107,22.9964948,87.6855882
2520,6.4,MIRIKH LAKE,WEST BENGAL,2020,7.05,73.0,1.9,1.345,1745.0,8585.0,97.8169249966739,22.9964948,87.6855882
2521,7.3,WATER RESERVIOR AT DELO LAKE,WEST BENGAL,2020,7.35,23.0,1.1,0.73,155.0,605.0,54.58107836462081,22.9964948,87.6855882
2522,7.85,SINCHAL LAKE FOR DARJEELING,WEST BENGAL,2020,7.35,20.0,1.1,0.5599999999999999,120.0,210.0,51.05384758683297,22.9964948,87.6855882
2539,8.3,BELBONI LAKE NEAR BARJORA,WEST BENGAL,2020,7.35,172.0,1.75,0.3,1075.0,1515.0,76.07125881270773,22.9964948,87.6855882
2544,9.0,SAHEBBANDH AT PURULIA,WEST BENGAL,2020,7.800000000000001,390.5,3.45,0.3,3300.0,6100.0,145.86582984724083,22.9964948,87.6855882
4720,7.4,LAKE RASIKBHEEL AT COOCHBEHAR,WEST BENGAL,2020,7.75,70.5,1.75,1.5299999999999998,695.0,2100.0,79.17584556086051,22.9964948,87.6855882
4725,7.6499999999999995,WATER RESERVIOR ST. HELENS SCHOOL,WEST BENGAL,2020,7.4,23.0,1.55,1.5299999999999998,685.0,1785.0,69.82618078544621,22.9964948,87.6855882
4729,7.35,JOREPOKHARI LAKE AT SUKHIAPOKHARI,WEST BENGAL,2020,7.4,72.5,1.2,1.2899999999999998,160.0,220.0,56.19120227008979,22.9964948,87.6855882
4368,4.85,KOLLERU LAKE KOKKIRAYALANKA (V),ANDHRA PRADESH,2021,7.5,2702.5,2.4000000000000004,2.31,15.0,165.0,78.04921988460465,15.9240905,80.1863809
2353,4.9,KONDAKARLA-AAVA LAKE,ANDHRA PRADESH,2021,7.35,889.0,3.25,2.165,19.0,195.0,82.4073901527983,17.60320265,83.00084455498865
1790,5.1,PULICATE LAKE,ANDHRA PRADESH,2021,7.699999999999999,42450.0,2.5999999999999996,1.42,3.0,98.5,90.50702307892472,13.69533305,80.05929292562215
3785,1.0,BORBEEL NO. 1,ASSAM,2021,7.75,280.0,2.3499999999999996,1.0,2.0,2.0,99.46494469487851,17.4114232,78.5076081
3789,6.15,BORDOIBAM BEELMUKH BIRD SANCTUARY,ASSAM,2021,7.35,193.5,2.35,0.8999999999999999,605.0,1700.0,81.4360684485777,27.5945155,94.71920979201424
3820,3.3,BORSOLA BEEL,ASSAM,2021,7.55,461.0,26.4,2.4,3100.0,5400.0,367.7691057365612,26.17399005,91.7466660080891
2206,5.0,DALONI BEEL NEAR JOGIGHOPA,ASSAM,2021,7.4,73.5,2.1,0.9,515.0,1055.0,83.46244399821902,26.4073841,93.2551303
2218,7.7,DEEPAR BEEL AT BORAGAON NEAR IASST,ASSAM,2021,7.5,222.0,3.5,1.3,515.0,1350.0,84.74345959011545,26.1805978,91.753943
1529,7.5,DEEPAR BEEL,ASSAM,2021,7.5,220.5,3.7,1.3,515.0,1255.0,87.45471406145361,26.4073841,93.2551303
3821,4.85,DIPLAI BEEL AT SILGARA,ASSAM,2021,7.3,81.0,2.45,1.0499999999999998,515.0,1255.0,85.60892900865002,26.49121035,90.1215209027452
3787,6.300000000000001,HOLUDUNGA BEEL NEAR GAI NADI/ RIVER AT SOMARAJAN,ASSAM,2021,7.3,107.0,2.4,0.75,515.0,1205.0,78.15237272303446,26.4073841,93.2551303
4337,6.5,KAMALABARI LAKE INSIDE KAMALABARI CHILDREN,ASSAM,2021,7.199999999999999,69.0,2.2,0.95,330.0,635.0,69.47725371095213,27.996243900000003,73.3343370898198
3812,2.05,KAMALPUR BEEL,ASSAM,2021,7.5,1098.0,27.799999999999997,2.8,880.0,1805.0,335.56773006813137,26.3349031,91.71447008208972
3800,5.1,MALINI BEEL NEAR INDUTRIAL AREA AT RAMNAGAR,ASSAM,2021,7.35,145.0,2.45,0.8,455.0,1105.0,83.89987926897847,26.4073841,93.2551303
2205,5.9,MER BEEL AT MADHABPUR,ASSAM,2021,7.6,148.5,2.55,0.9500000000000001,510.0,1455.0,86.58740713885227,26.4073841,93.2551303
3808,8.0,PARASHALI BEEL AT DEMORIA,ASSAM,2021,7.3,136.0,2.5,0.8999999999999999,615.0,1455.0,73.15016332018554,26.4073841,93.2551303
3798,5.55,SAMAGURI BEEL IN NAGAON DISTRICT,ASSAM,2021,7.25,130.5,2.45,0.8500000000000001,515.0,1360.0,81.38575514745423,26.42493645,92.85218098437932
3814,0.85,SILSAKO BEEL,ASSAM,2021,7.35,521.5,16.5,1.9,1850.0,3500.0,260.3239133124992,30.0476434,79.7902465
3804,4.15,SON BEEL WATER AT KARIMGANJ,ASSAM,2021,7.15,140.5,2.5,0.8999999999999999,605.0,1415.0,88.83953395575702,26.4073841,93.2551303
3819,3.5,SORU SOLA BEEL,ASSAM,2021,7.5,474.0,27.0,2.4,3100.0,4750.0,371.10936494839825,26.1794742,91.7525068
2557,5.449999999999999,KAWAR LAKE,BIHAR,2021,7.15,248.0,3.3,3.1750000000000003,46390.0,81150.0,1120.820525545393,25.5125411,86.08833919362361
2571,12.3,MOTI JHEEL AT MOTIHARII,BIHAR,2021,7.75,735.0,8.5,1.315,80340.0,80550.0,1895.4060989290028,25.6440845,85.906508
4296,10.35,SIKANDRAPUR,BIHAR,2021,8.3,696.0,6.85,0.4,80850.0,81650.0,1911.1490826594531,25.6625441,77.90012166111927
2046,8.9,SUKHNA LAKE,CHANDIGARH,2021,7.8,251.5,3.0,7.75,13502.5,5450016.5,1573.6859309299489,30.74197755,76.81767472201017
3030,4.65,SANJAY LAKE,DELHI,2021,8.2,1194.0,41.5,1.525,20024.5,130.0,879.667914602542,28.6155068,77.30637568452964
3175,6.35,ANJUNEM LAKE,GOA,2021,6.550000000000001,90.0,1.3,0.43000000000000005,121.0,271.0,46.191910553392205,15.3004543,74.0855134
3177,6.550000000000001,CARAMBOLIM LAKE,GOA,2021,7.300000000000001,351.0,1.9,0.355,689.0,1705.0,76.49573336933324,15.3004543,74.0855134
3180,4.15,CURTORIM LAKE,GOA,2021,6.85,136.5,1.95,0.77,1215.0,2535.0,92.49598758017522,15.2890843,74.01932923877243
4408,7.15,HARWALE WATER FALL,GOA,2021,6.800000000000001,111.0,1.45,0.38,1674.5,2770.0,82.94188546806015,15.3004543,74.0855134
2269,7.05,MAYEM LAKE,GOA,2021,6.75,67.5,1.4,0.32,1185.0,1515.0,70.98582041124293,15.5765136,73.9410291
3178,5.25,RAIA LAKE,GOA,2021,7.050000000000001,133.5,2.3,0.7200000000000001,1372.5,1984.0,97.13107576874316,15.3004543,74.0855134
3176,3.6,RUMDER LAKE,GOA,2021,6.949999999999999,118.0,2.4,0.42000000000000004,1215.0,2565.0,100.82545830692035,15.3004543,74.0855134
3179,3.0500000000000003,SAIPEM LAKE,GOA,2021,7.15,329.5,5.25,0.75,2565.0,4420.0,162.54070891358015,15.3004543,74.0855134
1549,7.1,SALAULIM LAKE AT SALAULIM - SANGUEM,GOA,2021,7.6,88.5,1.4,0.61,25.5,41.5,59.54897746876002,15.3004543,74.0855134
1345,6.8,AJWAH LAKE AT SRI SAYAJI SABVAR,GUJARAT,2021,8.05,433.5,1.0,0.355,6.5,43.5,64.89055120789718,22.2973142,73.1942567
2076,7.5,ANKLESHWAR RESERVOIR AT GIDC ANKLESHWAR AT VALIA ROAD.,GUJARAT,2021,7.95,407.0,1.0,0.4,14.5,45.0,59.963616080662135,22.3850051,71.745261
1973,5.35,BINDUSAROVAR,GUJARAT,2021,7.65,1310.0,5.75,0.8,66.0,198.0,108.56467367546651,22.3850051,71.745261
1344,5.5,CHANDOLA LAKE AT AHMEDABAD,GUJARAT,2021,7.85,559.0,10.7,0.99,473.0,865.0,164.14163866053548,22.3850051,71.745261
1977,5.7,CITY LAKE OF NADIAD,GUJARAT,2021,8.1,1256.5,2.35,0.48,210.0,410.0,87.78120672256152,22.3850051,71.745261
3198,5.1,GOMTI LAKE,GUJARAT,2021,7.95,490.5,2.25,0.9600000000000001,81.5,240.0,84.18056572594574,22.7589741,73.14757283750197
3199,5.800000000000001,HAMISAR TALAV,GUJARAT,2021,7.800000000000001,526.5,2.5,0.395,6.0,25.0,78.65018103713803,23.2472446,69.668339
1975,3.7,LAKHOTA TALAV,GUJARAT,2021,7.6,596.5,1.55,0.45999999999999996,4.5,16.5,76.85972920279231,22.4732415,70.0552102
3197,6.6,MACHHU-II DAM,GUJARAT,2021,7.949999999999999,655.5,2.2,0.295,11.5,25.5,74.88880979672356,22.8003959,70.88623203876728
3201,6.699999999999999,MALAV TALAV,GUJARAT,2021,8.7,3259.5,15.0,0.51,276.0,491.5,207.28900036139646,22.72670285,72.43542706979838
3200,3.9,MOONSAR LAKE OF VIRAMGAM,GUJARAT,2021,8.65,3988.0,34.5,0.63,507.0,940.0,397.89373761106026,22.3850051,71.745261
2077,6.9,MOTICHER LAKE NEAR KAKARPAR ATOMIC POWER STATION,GUJARAT,2021,7.9,578.0,1.05,0.215,4.0,17.5,62.20409845762241,22.3850051,71.745261
1972,6.7,NALSAROVAR LAKE (SANAND),GUJARAT,2021,8.3,6385.0,12.9,0.54,286.5,520.0,182.69035228610525,22.3850051,71.745261
3615,5.699999999999999,ARAKERE LAKE,KARNATAKA,2021,7.35,845.5,5.35,2.3449999999999998,7745.0,82700.0,286.3953847356243,14.5203896,75.7223521
4542,5.45,BASAVANAPURA LAKE,KARNATAKA,2021,7.3,701.5,6.5,1.9500000000000002,71650.0,282000.0,1755.1772715886184,14.5203896,75.7223521
3679,5.6000000000000005,BHUTANALA LAKE,KARNATAKA,2021,8.3,1118.0,19.5,3.16,1380.0,2400.0,270.14260611584587,14.5203896,75.7223521
3649,6.300000000000001,BUGUDANAHALLI LAKE,KARNATAKA,2021,6.85,226.5,4.0,5.95,8100.0,88000.0,272.16606658569486,14.5203896,75.7223521
4537,6.1,CHINNAKURCHI KERE,KARNATAKA,2021,7.15,364.5,6.0,1.25,23011.5,187000.0,647.4613834686404,14.5203896,75.7223521
4520,3.45,CHINNAPANHALLI LAKE,KARNATAKA,2021,7.5,954.5,21.0,2.55,41500.0,282000.0,1229.5194612530145,14.5203896,75.7223521
3584,1.95,DALAVAI LAKE,KARNATAKA,2021,7.8,946.5,11.0,3.5,2700.0,9500.0,234.56340972061506,14.5203896,75.7223521
4521,4.35,DEVARABEESANAHALLI LAKE,KARNATAKA,2021,7.05,880.5,16.5,5.25,9000.0,92000.0,416.5409836713355,14.5203896,75.7223521
3645,5.0,DEVARAYASAMUDRA LAKE,KARNATAKA,2021,7.05,649.5,5.5,5.045,62000.0,812000.0,1648.2107528066222,14.5203896,75.7223521
4518,5.1,GARUDACHARPALYA LAKE,KARNATAKA,2021,7.05,1047.0,9.5,2.5,48150.0,282000.0,1259.152837849811,14.5203896,75.7223521
3613,4.55,GOTTIGERE LAKE,KARNATAKA,2021,7.4,837.0,23.0,2.1,24150.0,187000.0,835.1364001095089,14.5203896,75.7223521
3654,4.45,GOTTIGERE LAKE,KARNATAKA,2021,6.6,1480.0,18.5,4.550000000000001,62000.0,472000.0,1683.0102991010085,14.5203896,75.7223521
4535,5.6,GUBBALAL KERE,KARNATAKA,2021,7.1,309.0,7.0,0.6000000000000001,8250.0,88000.0,309.18247069837565,14.5203896,75.7223521
3621,3.5500000000000003,HARALAKUNTE LAKE,KARNATAKA,2021,7.45,1047.0,17.0,3.05,13150.0,132000.0,532.2478828888128,14.5203896,75.7223521
1446,5.5,HEBALLA VALLEY LAKE AT D/S ROAD BRIDGE NR. MANDYA,KARNATAKA,2021,8.0,520.5,4.15,3.9,515.0,3000.0,110.47528707332576,14.5203896,75.7223521
3582,5.35,HEBBAL LAKE,KARNATAKA,2021,8.25,1267.5,5.45,5.199999999999999,1755.0,6400.0,155.54533200751413,13.04720245,77.5867146856506
3617,5.15,HULIMAVU LAKE,KARNATAKA,2021,7.4,841.5,6.5,3.1,10150.0,92000.0,355.45228746434947,12.8700812,77.60420476682177
4546,3.65,JAKKSANDRA LAKE,KARNATAKA,2021,6.95,769.0,19.0,2.6,32650.0,282000.0,1005.4179495752682,14.5203896,75.7223521
3616,5.65,KALENA AGRAHARA LAKE,KARNATAKA,2021,7.45,864.0,7.5,3.15,13150.0,132000.0,438.0202358552267,14.5203896,75.7223521
4540,4.55,KAMMGONDANAHALLI LAKE,KARNATAKA,2021,7.0,1148.0,7.5,2.15,67450.0,812000.0,1787.616093435385,14.5203896,75.7223521
4529,5.85,KASAVANAHALLI LAKE,KARNATAKA,2021,6.85,531.5,5.0,3.0,25300.0,192500.0,686.6954221190579,12.9049906,77.66802647761577
3591,5.55,KEMPAMBUDHI LAKE,KARNATAKA,2021,7.5,543.0,8.5,1.5899999999999999,71150.0,812000.0,1882.0228235504728,14.5203896,75.7223521
3680,7.3,KILLA LAKE,KARNATAKA,2021,7.9,512.0,3.85,2.5,920.0,1600.0,105.9223265324832,14.5203896,75.7223521
4543,4.800000000000001,KODI SINGASANDRA LAKE,KARNATAKA,2021,7.25,870.5,11.5,3.55,24150.0,187000.0,729.6966282344007,14.5203896,75.7223521
4544,4.6,KOTHUNURU LAKE,KARNATAKA,2021,7.1,857.0,19.0,2.25,8350.0,92000.0,423.6186510142579,14.5203896,75.7223521
3583,5.9,KUKKARAHALLI LAKE,KARNATAKA,2021,8.05,632.5,3.5500000000000003,2.05,1115.0,5450.0,117.75047429794611,12.30872155,76.63734513324133
4516,4.55,KUNDALAHALLI LAKE,KARNATAKA,2021,7.3,1012.0,10.5,7.905,47230.0,271750.0,1252.9449586029134,12.96936955,77.7207209346071
3586,5.3,LIMBHABUDI LAKE,KARNATAKA,2021,8.05,707.0,4.35,2.3,1240.0,7100.0,130.89397343414424,14.5203896,75.7223521
3644,3.3000000000000003,MULBHAGAL LAKE,KARNATAKA,2021,7.5,1328.0,41.0,3.55,33150.0,282000.0,1222.6874404520336,14.5203896,75.7223521
4523,5.05,NALLURAHALLI LAKE,KARNATAKA,2021,6.6,597.0,6.5,2.1,5450.0,39000.0,226.14287505995324,12.97434155,77.73587347278149
3646,5.15,NARASAPURA LAKE,KARNATAKA,2021,7.45,782.0,6.5,4.025,66650.0,472000.0,1690.8647865804232,13.1332176,77.99954447955251
3685,6.65,NAVALOORU LAKE,KARNATAKA,2021,7.7,940.0,3.65,1.07,39.0,137.0,83.92547551028736,14.5203896,75.7223521
4505,3.55,NELAMANGALA LAKE,KARNATAKA,2021,7.05,1271.0,25.0,4.41,19300.0,137500.0,733.6386598437358,14.5203896,75.7223521
4524,3.55,PATTANDUR AGARAHARA,KARNATAKA,2021,7.35,543.5,18.0,1.65,31665.0,274600.0,980.4000564629597,12.9876393,77.7377718
3624,4.65,PUTTENAHALLI LAKE,KARNATAKA,2021,7.15,816.0,12.5,1.835,48650.0,282000.0,1300.5511711146664,13.11198505,77.5770581964404
3614,5.35,PUTTENAHALLI LAKE (S),KARNATAKA,2021,7.35,761.5,7.0,2.05,6700.0,44500.0,271.05444737432737,14.5203896,75.7223521
4514,4.25,SADRAMANGALA LAKE,KARNATAKA,2021,7.4,789.5,19.5,5.7,9150.0,92000.0,453.0019963067963,14.5203896,75.7223521
4504,6.0,SARAKKI LAKE,KARNATAKA,2021,7.55,599.0,6.0,2.65,61650.0,472000.0,1573.242908250852,14.5203896,75.7223521
4525,3.1,SEETHARAM PALYA LAKE,KARNATAKA,2021,7.8999999999999995,2186.0,27.0,6.545,33150.0,282000.0,1107.1800062356965,14.5203896,75.7223521
3587,5.449999999999999,SHETTYKERE LAKE,KARNATAKA,2021,7.9,805.5,4.5,2.7,1450.0,5850.0,133.3328326084441,14.5203896,75.7223521
3618,4.05,SINGASANDRA LAKE,KARNATAKA,2021,7.05,964.5,20.0,3.25,67150.0,817500.0,1896.1985672397302,12.88243315,77.64537634837498
3622,4.85,SOMASUNDRA PALYA LAKE,KARNATAKA,2021,7.1,769.5,12.2,1.95,71150.0,472000.0,1836.0469432125378,14.5203896,75.7223521
4534,5.7,SOMPURA LAKE,KARNATAKA,2021,7.35,385.5,4.0,1.35,56150.0,472000.0,1431.604598780727,12.8698009,77.76928872971652
4547,5.5,SWARANA KUNTE,KARNATAKA,2021,7.5,882.0,6.0,1.75,61150.0,812000.0,1638.9226445362328,14.5203896,75.7223521
3610,2.55,TUBRAHALLI LAKE,KARNATAKA,2021,7.4,1351.0,44.0,1.7,11200.0,107000.0,726.431230141361,14.5203896,75.7223521
3592,5.6,YEDIYUR LAKE,KARNATAKA,2021,7.35,267.5,10.5,1.5,25300.0,472000.0,806.8951681353115,12.9338387,77.57668528462312
3585,2.45,YENNEHOLE LAKE,KARNATAKA,2021,7.75,997.0,7.7,5.0,3100.0,10950.0,211.42621109048383,14.5203896,75.7223521
1579,6.6,ALAPPUZHA,KERALA,2021,7.2,658.0,2.5,0.55,701.0,1101.0,80.05189511647977,9.5006651,76.41241428564258
1441,5.6,ASHTHAMUDI LAKE AT QUILON,KERALA,2021,6.85,16705.0,2.25,1.5,125.0,480.0,67.34540751855616,10.3528744,76.5120396
1578,4.35,KAYAMKULAM,KERALA,2021,7.45,4468.0,3.6500000000000004,0.3,950.0,1950.0,111.9098761441427,9.1723603,76.500061
2312,7.0,LAKE VEMBANAD AT PATHIRAMANAL (ALAPPUZHA),KERALA,2021,7.0,722.5,2.4,0.3,701.0,2051.0,73.96808180431594,10.3528744,76.5120396
1574,6.0,PARAVUR,KERALA,2021,6.9,14135.0,1.65,1.05,117.0,435.0,60.17269029076067,8.8098891,76.6715303
2318,7.35,PAZHASSI RESERVOIR (KANNUR),KERALA,2021,7.199999999999999,60.0,1.1,0.3,50.0,360.0,49.32026310670167,10.3528744,76.5120396
1576,7.15,PERIYAR LAKE AT THEKKADY,KERALA,2021,7.15,40.0,1.0,0.3,2.0,51.0,47.394320603959756,9.5804995,77.181142
1580,7.55,POOKOTE,KERALA,2021,6.75,26.5,1.25,0.3,14.5,46.5,41.01278452636098,10.3528744,76.5120396
2329,7.55,RSVR AT BHOOTHATHANKETU,KERALA,2021,7.15,39.5,1.15,0.5,1773.5,2742.0,86.61885316080775,10.3528744,76.5120396
2330,7.55,RSVR AT EDAMALAYAR,KERALA,2021,7.050000000000001,34.5,1.0,0.3,61.0,206.0,45.07301002393101,10.3528744,76.5120396
2328,6.949999999999999,RSVR AT MALAMPUZHA,KERALA,2021,7.3,107.5,2.2,1.95,351.0,650.0,69.63390426221453,10.3528744,76.5120396
1385,7.0,SASTHAMCOTTA LAKE,KERALA,2021,7.1,173.5,1.5,0.5,90.0,325.0,53.73366863478215,10.3528744,76.5120396
3470,6.15,VELLAYANI LAKE AT VANDITHADOM,KERALA,2021,6.300000000000001,135.0,2.75,0.3,450.0,1200.0,63.13260305669313,8.4882267,76.947551
1575,5.6,VEMBANAD LAKE,KERALA,2021,7.1,21290.0,2.3,1.5,16315.0,100750.0,453.62146485482083,10.3528744,76.5120396
2132,7.35,BILAWALI TALAB AT INDORE,MADHYA PRADESH,2021,8.100000000000001,419.0,1.5,2.48,2.0,53.0,67.66998989319661,23.8143419,77.5340719
3296,7.4,CHORAL DAM NEAR INDORE,MADHYA PRADESH,2021,7.75,449.0,1.15,0.515,2.0,49.0,58.047227490840704,23.8143419,77.5340719
4615,6.55,GANGA SAGAR JABALPUR,MADHYA PRADESH,2021,7.6499999999999995,522.0,4.35,0.535,56.0,481.5,90.03667802913418,23.8143419,77.5340719
2135,7.300000000000001,GOVINDGARH LAKE,MADHYA PRADESH,2021,7.55,246.0,1.3,0.7649999999999999,2.0,40.0,56.365124945916286,23.8143419,77.5340719
2141,7.3,JANUNIA TALAB NEAR W/S,MADHYA PRADESH,2021,7.449999999999999,369.5,4.9,4.75,91.0,12024.5,91.58167332720662,23.8143419,77.5340719
2142,7.45,KALISINDH RESERVOIR AT SARANGPUR,MADHYA PRADESH,2021,7.550000000000001,370.0,1.9,0.4,2.0,29.0,60.9398735266036,23.87167065,76.77447033719486
3845,7.5,KANHARGAON STOP DAM WATER SUPPLY INTAKE OF CHHINDWARA TOWN,MADHYA PRADESH,2021,8.0,612.0,1.4,2.6,3.5,28.5,64.41102802555658,23.8143419,77.5340719
2140,7.800000000000001,KERWA DAM NEAR REST HOUSE,MADHYA PRADESH,2021,7.7,302.5,1.2,4.27,91.0,17555.0,61.91927653692728,23.2664845,77.4130845
2128,7.7,KHANDARI RESERVOIR WATER OFF TAKE POINT,MADHYA PRADESH,2021,7.65,324.5,1.45,0.265,3.0,28.0,57.486482761834964,23.8143419,77.5340719
4622,5.699999999999999,KOPTAL LAKE AT WATER SUPPLY INTAKE POINT CHHATARPUR,MADHYA PRADESH,2021,7.85,472.5,1.95,0.26,2.0,21.0,75.01435410999756,23.8143419,77.5340719
1374,6.5,LOWER LAKE AT BHOPAL OUTLET M.P.,MADHYA PRADESH,2021,7.6,367.5,4.6,9.515,461.0,60075.0,114.72057677467194,23.8143419,77.5340719
2130,6.5,MADHAV LAKE,MADHYA PRADESH,2021,7.85,539.0,2.45,0.79,5.0,71.0,75.74176006236256,25.37412155,77.82788660942335
1466,7.5,MULTAI TANK LAKE AT VILLA. KHARI ON BETUL-AMRAVATI ROAD M.P(.TAPTI NEAR AMARAWATI,MADHYA PRADESH,2021,7.75,712.0,1.5,2.55,5.0,45.0,61.010479428909704,23.8143419,77.5340719
2134,6.95,NAGCHUN TALAB AT KHANDWA,MADHYA PRADESH,2021,7.3,315.5,1.4,2.35,2.0,49.5,54.785590391325584,23.8143419,77.5340719
2136,6.1,SHAHPURA LAKE AT WEIR NEAR AYUSHMAN HOSPITAL,MADHYA PRADESH,2021,7.699999999999999,591.5,8.4,12.370000000000001,1057.0,110140.0,176.6494747348082,23.2584857,77.401989
2133,7.25,SIRPUR TALAB AT INDORE,MADHYA PRADESH,2021,7.8,570.0,1.2,0.95,2.0,48.5,60.15353420535257,23.8143419,77.5340719
4614,6.85,SUPTAL JABALPUR,MADHYA PRADESH,2021,7.449999999999999,529.0,3.8,0.44999999999999996,176.0,823.0,82.97678476198142,23.8143419,77.5340719
2139,6.05,UPPER LAKE AT BAIRAGARH CLUB,MADHYA PRADESH,2021,7.75,248.0,1.35,3.625,1751.0,46120.0,115.50933864723119,23.8143419,77.5340719
1373,6.55,UPPER LAKE AT BHOPAL (INTAKE POINT),MADHYA PRADESH,2021,7.45,256.5,2.6500000000000004,3.165,2351.0,21575.0,127.20240226992208,19.12195775,72.90929420210506
2138,6.8,UPPER LAKE AT KARBALA CLUB,MADHYA PRADESH,2021,7.699999999999999,230.5,2.6,3.63,1301.0,46055.0,112.12208751957913,23.8143419,77.5340719
2137,6.65,UPPER LAKE AT YATCH CLUB,MADHYA PRADESH,2021,7.75,249.0,2.35,3.3899999999999997,1751.0,27070.0,117.2336143798906,23.8143419,77.5340719
2131,7.25,YASHWANT SAGAR AT INDORE,MADHYA PRADESH,2021,8.05,618.0,1.6,0.885,2.0,55.0,68.038612006916,23.8143419,77.5340719
3349,6.75,TASEK LAKE AT SONGSAK (NAPHAK),MEGHALAYA,2021,7.1,69.5,1.85,0.49,140.0,495.0,59.154670983160536,25.61849455,90.63421621777748
3347,6.15,UMIAM LAKE AT MIDDLE POINT,MEGHALAYA,2021,7.449999999999999,89.0,6.15,0.685,360.0,1065.0,111.2007526298372,25.87640255,91.85675741641606
3346,5.2,UMIAM LAKE AT OUTFALL OF UMIAM INTO LAKE,MEGHALAYA,2021,7.550000000000001,163.5,7.5,0.77,435.0,1510.0,131.2412356356777,25.87640255,91.85675741641606
